category,json_filename,mask_filename,mask_relative_path,num_defect_regions,defect_categories,height,width
1.scratch,Num1307.json,Num1307.png,1.scratch\ground_truth\train_NG\Num1307.png,2,Hshang;Yshang,552,412
1.scratch,Num1328.json,Num1328.png,1.scratch\ground_truth\train_NG\Num1328.png,1,Hshang,552,412
1.scratch,Num139.json,Num139.png,1.scratch\ground_truth\train_NG\Num139.png,1,Hshang,552,412
1.scratch,Num1401.json,Num1401.png,1.scratch\ground_truth\train_NG\Num1401.png,3,Hshang,552,412
1.scratch,Num1404.json,Num1404.png,1.scratch\ground_truth\train_NG\Num1404.png,4,Hshang;Yshang,552,412
1.scratch,Num1406.json,Num1406.png,1.scratch\ground_truth\train_NG\Num1406.png,5,Hshang;Yshang,552,412
1.scratch,Num1465.json,Num1465.png,1.scratch\ground_truth\train_NG\Num1465.png,2,Hshang;Yshang,552,412
1.scratch,Num1500.json,Num1500.png,1.scratch\ground_truth\train_NG\Num1500.png,2,Hshang;Yshang,552,412
1.scratch,Num15013.json,Num15013.png,1.scratch\ground_truth\train_NG\Num15013.png,1,Hshang,552,412
1.scratch,Num15413.json,Num15413.png,1.scratch\ground_truth\train_NG\Num15413.png,1,Hshang,552,412
1.scratch,Num1577.json,Num1577.png,1.scratch\ground_truth\train_NG\Num1577.png,1,Hshang,552,412
1.scratch,Num1579.json,Num1579.png,1.scratch\ground_truth\train_NG\Num1579.png,1,Hshang,552,412
1.scratch,Num1647.json,Num1647.png,1.scratch\ground_truth\train_NG\Num1647.png,1,Hshang,552,412
1.scratch,Num1654.json,Num1654.png,1.scratch\ground_truth\train_NG\Num1654.png,2,Hshang;Yshang,552,412
1.scratch,Num1781.json,Num1781.png,1.scratch\ground_truth\train_NG\Num1781.png,1,Hshang,552,412
1.scratch,Num18220.json,Num18220.png,1.scratch\ground_truth\train_NG\Num18220.png,1,Hshang,552,412
1.scratch,Num1834.json,Num1834.png,1.scratch\ground_truth\train_NG\Num1834.png,3,Hshang;Yshang,552,412
1.scratch,Num1838.json,Num1838.png,1.scratch\ground_truth\train_NG\Num1838.png,3,Hshang;Yshang,552,412
1.scratch,Num1842.json,Num1842.png,1.scratch\ground_truth\train_NG\Num1842.png,2,Hshang;Yshang,552,412
1.scratch,Num18439.json,Num18439.png,1.scratch\ground_truth\train_NG\Num18439.png,1,Hshang,552,412
1.scratch,Num1844.json,Num1844.png,1.scratch\ground_truth\train_NG\Num1844.png,2,Hshang;Yshang,552,412
1.scratch,Num1846.json,Num1846.png,1.scratch\ground_truth\train_NG\Num1846.png,2,Hshang;Yshang,552,412
1.scratch,Num1848.json,Num1848.png,1.scratch\ground_truth\train_NG\Num1848.png,2,Hshang;Yshang,552,412
1.scratch,Num1948.json,Num1948.png,1.scratch\ground_truth\train_NG\Num1948.png,1,Hshang,552,412
1.scratch,Num1961.json,Num1961.png,1.scratch\ground_truth\train_NG\Num1961.png,2,Hshang,552,412
1.scratch,Num1965.json,Num1965.png,1.scratch\ground_truth\train_NG\Num1965.png,1,Hshang,552,412
1.scratch,Num201.json,Num201.png,1.scratch\ground_truth\train_NG\Num201.png,2,Hshang;Yshang,552,412
1.scratch,Num2020.json,Num2020.png,1.scratch\ground_truth\train_NG\Num2020.png,1,Hshang,552,412
1.scratch,Num2021.json,Num2021.png,1.scratch\ground_truth\train_NG\Num2021.png,2,Hshang;Yshang,552,412
1.scratch,Num2024.json,Num2024.png,1.scratch\ground_truth\train_NG\Num2024.png,1,Hshang,552,412
1.scratch,Num20299.json,Num20299.png,1.scratch\ground_truth\train_NG\Num20299.png,1,Hshang,552,412
1.scratch,Num203.json,Num203.png,1.scratch\ground_truth\train_NG\Num203.png,3,Hshang;Yshang,552,412
1.scratch,Num205.json,Num205.png,1.scratch\ground_truth\train_NG\Num205.png,3,Hshang;Yshang,552,412
1.scratch,Num207.json,Num207.png,1.scratch\ground_truth\train_NG\Num207.png,3,Hshang;Yshang,552,412
1.scratch,Num217.json,Num217.png,1.scratch\ground_truth\train_NG\Num217.png,1,Hshang,552,412
1.scratch,Num218.json,Num218.png,1.scratch\ground_truth\train_NG\Num218.png,3,Hshang,552,412
1.scratch,Num219.json,Num219.png,1.scratch\ground_truth\train_NG\Num219.png,1,Hshang,552,412
1.scratch,Num221.json,Num221.png,1.scratch\ground_truth\train_NG\Num221.png,1,Hshang,552,412
1.scratch,Num223.json,Num223.png,1.scratch\ground_truth\train_NG\Num223.png,1,Hshang,552,412
1.scratch,Num2324.json,Num2324.png,1.scratch\ground_truth\train_NG\Num2324.png,1,Hshang,552,412
1.scratch,Num2387.json,Num2387.png,1.scratch\ground_truth\train_NG\Num2387.png,2,Hshang;Yshang,552,412
1.scratch,Num2388.json,Num2388.png,1.scratch\ground_truth\train_NG\Num2388.png,2,Hshang;Yshang,552,412
1.scratch,Num2391.json,Num2391.png,1.scratch\ground_truth\train_NG\Num2391.png,2,Hshang;Yshang,552,412
1.scratch,Num2401.json,Num2401.png,1.scratch\ground_truth\train_NG\Num2401.png,2,Hshang,552,412
1.scratch,Num2412.json,Num2412.png,1.scratch\ground_truth\train_NG\Num2412.png,2,Hshang;Yshang,552,412
1.scratch,Num2416.json,Num2416.png,1.scratch\ground_truth\train_NG\Num2416.png,2,Hshang;Yshang,552,412
1.scratch,Num24526.json,Num24526.png,1.scratch\ground_truth\train_NG\Num24526.png,1,Hshang,536,396
1.scratch,Num2545.json,Num2545.png,1.scratch\ground_truth\train_NG\Num2545.png,1,Hshang,552,412
1.scratch,Num270.json,Num270.png,1.scratch\ground_truth\train_NG\Num270.png,3,Hshang;Yshang,552,412
1.scratch,Num2749.json,Num2749.png,1.scratch\ground_truth\train_NG\Num2749.png,2,Hshang;Yshang,552,412
1.scratch,Num29250.json,Num29250.png,1.scratch\ground_truth\train_NG\Num29250.png,3,Hshang,536,396
1.scratch,Num3208.json,Num3208.png,1.scratch\ground_truth\train_NG\Num3208.png,1,Hshang,552,412
1.scratch,Num3247.json,Num3247.png,1.scratch\ground_truth\train_NG\Num3247.png,1,Hshang,552,412
1.scratch,Num3401.json,Num3401.png,1.scratch\ground_truth\train_NG\Num3401.png,3,Hshang;Yshang,552,412
1.scratch,Num3530.json,Num3530.png,1.scratch\ground_truth\train_NG\Num3530.png,3,Hshang;Yshang,552,412
1.scratch,Num372.json,Num372.png,1.scratch\ground_truth\train_NG\Num372.png,1,Hshang,552,412
1.scratch,Num374.json,Num374.png,1.scratch\ground_truth\train_NG\Num374.png,1,Hshang,552,412
1.scratch,Num4092.json,Num4092.png,1.scratch\ground_truth\train_NG\Num4092.png,1,Hshang,552,412
1.scratch,Num4145.json,Num4145.png,1.scratch\ground_truth\train_NG\Num4145.png,1,Hshang,552,412
1.scratch,Num4194.json,Num4194.png,1.scratch\ground_truth\train_NG\Num4194.png,2,Hshang,552,412
1.scratch,Num4995.json,Num4995.png,1.scratch\ground_truth\train_NG\Num4995.png,2,Hshang;Yshang,552,412
1.scratch,Num4999.json,Num4999.png,1.scratch\ground_truth\train_NG\Num4999.png,2,Hshang;Yshang,552,412
1.scratch,Num5173.json,Num5173.png,1.scratch\ground_truth\train_NG\Num5173.png,2,Hshang;Yshang,552,412
1.scratch,Num52.json,Num52.png,1.scratch\ground_truth\train_NG\Num52.png,2,Hshang;Yshang,552,412
1.scratch,Num54.json,Num54.png,1.scratch\ground_truth\train_NG\Num54.png,2,Hshang;Yshang,552,412
1.scratch,Num55694.json,Num55694.png,1.scratch\ground_truth\train_NG\Num55694.png,1,Hshang,552,412
1.scratch,Num56.json,Num56.png,1.scratch\ground_truth\train_NG\Num56.png,2,Hshang;Yshang,552,412
1.scratch,Num5988.json,Num5988.png,1.scratch\ground_truth\train_NG\Num5988.png,4,Hshang;Yshang,552,412
1.scratch,Num6500.json,Num6500.png,1.scratch\ground_truth\train_NG\Num6500.png,1,Hshang,552,412
1.scratch,Num708.json,Num708.png,1.scratch\ground_truth\train_NG\Num708.png,2,Hshang;Yshang,552,412
1.scratch,Num729.json,Num729.png,1.scratch\ground_truth\train_NG\Num729.png,2,Hshang;Yshang,552,412
1.scratch,Num79.json,Num79.png,1.scratch\ground_truth\train_NG\Num79.png,4,Hshang;Yshang,552,412
1.scratch,Num798.json,Num798.png,1.scratch\ground_truth\train_NG\Num798.png,2,Hshang;Yshang,552,412
1.scratch,Num800.json,Num800.png,1.scratch\ground_truth\train_NG\Num800.png,1,Hshang,552,412
1.scratch,Num849.json,Num849.png,1.scratch\ground_truth\train_NG\Num849.png,2,Hshang;Yshang,552,412
1.scratch,Num8808.json,Num8808.png,1.scratch\ground_truth\train_NG\Num8808.png,1,Hshang,552,412
1.scratch,Num9163.json,Num9163.png,1.scratch\ground_truth\train_NG\Num9163.png,1,Hshang,552,412
1.scratch,Num9165.json,Num9165.png,1.scratch\ground_truth\train_NG\Num9165.png,1,Hshang,552,412
1.scratch,Num9383.json,Num9383.png,1.scratch\ground_truth\train_NG\Num9383.png,1,Hshang,552,412
2.Indentation,Num1028.json,Num1028.png,2.Indentation\ground_truth\test_NG\Num1028.png,2,Hshang;Yshang,552,412
2.Indentation,Num1030.json,Num1030.png,2.Indentation\ground_truth\test_NG\Num1030.png,2,Hshang;Yshang,552,412
2.Indentation,Num1149.json,Num1149.png,2.Indentation\ground_truth\test_NG\Num1149.png,1,Yshang,552,412
2.Indentation,Num1178.json,Num1178.png,2.Indentation\ground_truth\test_NG\Num1178.png,1,Yshang,552,412
2.Indentation,Num1223.json,Num1223.png,2.Indentation\ground_truth\test_NG\Num1223.png,1,Yshang,552,412
2.Indentation,Num1307.json,Num1307.png,2.Indentation\ground_truth\test_NG\Num1307.png,2,Hshang;Yshang,552,412
2.Indentation,Num1309.json,Num1309.png,2.Indentation\ground_truth\test_NG\Num1309.png,1,Yshang,552,412
2.Indentation,Num1313.json,Num1313.png,2.Indentation\ground_truth\test_NG\Num1313.png,1,Yshang,552,412
2.Indentation,Num1321.json,Num1321.png,2.Indentation\ground_truth\test_NG\Num1321.png,1,Yshang,552,412
2.Indentation,Num1345.json,Num1345.png,2.Indentation\ground_truth\test_NG\Num1345.png,1,Yshang,552,412
2.Indentation,Num1349.json,Num1349.png,2.Indentation\ground_truth\test_NG\Num1349.png,1,Yshang,552,412
2.Indentation,Num1397.json,Num1397.png,2.Indentation\ground_truth\test_NG\Num1397.png,1,Yshang,552,412
2.Indentation,Num1409.json,Num1409.png,2.Indentation\ground_truth\test_NG\Num1409.png,1,Yshang,552,412
2.Indentation,Num1415.json,Num1415.png,2.Indentation\ground_truth\test_NG\Num1415.png,1,Yshang,552,412
2.Indentation,Num1427.json,Num1427.png,2.Indentation\ground_truth\test_NG\Num1427.png,1,Yshang,552,412
2.Indentation,Num1465.json,Num1465.png,2.Indentation\ground_truth\test_NG\Num1465.png,2,Hshang;Yshang,552,412
2.Indentation,Num1496.json,Num1496.png,2.Indentation\ground_truth\test_NG\Num1496.png,1,Yshang,552,412
2.Indentation,Num1537.json,Num1537.png,2.Indentation\ground_truth\test_NG\Num1537.png,1,Yshang,552,412
2.Indentation,Num1541.json,Num1541.png,2.Indentation\ground_truth\test_NG\Num1541.png,1,Yshang,552,412
2.Indentation,Num1546.json,Num1546.png,2.Indentation\ground_truth\test_NG\Num1546.png,1,Yshang,552,412
2.Indentation,Num1641.json,Num1641.png,2.Indentation\ground_truth\test_NG\Num1641.png,1,Yshang,552,412
2.Indentation,Num1654.json,Num1654.png,2.Indentation\ground_truth\test_NG\Num1654.png,2,Hshang;Yshang,552,412
2.Indentation,Num166.json,Num166.png,2.Indentation\ground_truth\test_NG\Num166.png,1,Yshang,552,412
2.Indentation,Num1682.json,Num1682.png,2.Indentation\ground_truth\test_NG\Num1682.png,1,Yshang,552,412
2.Indentation,Num1686.json,Num1686.png,2.Indentation\ground_truth\test_NG\Num1686.png,1,Yshang,552,412
2.Indentation,Num1688.json,Num1688.png,2.Indentation\ground_truth\test_NG\Num1688.png,1,Yshang,552,412
2.Indentation,Num181.json,Num181.png,2.Indentation\ground_truth\test_NG\Num181.png,1,Yshang,552,412
2.Indentation,Num183.json,Num183.png,2.Indentation\ground_truth\test_NG\Num183.png,1,Yshang,552,412
2.Indentation,Num213.json,Num213.png,2.Indentation\ground_truth\test_NG\Num213.png,1,Yshang,552,412
2.Indentation,Num218.json,Num218.png,2.Indentation\ground_truth\test_NG\Num218.png,1,Yshang,552,412
2.Indentation,Num270.json,Num270.png,2.Indentation\ground_truth\test_NG\Num270.png,3,Hshang;Yshang,552,412
2.Indentation,Num28.json,Num28.png,2.Indentation\ground_truth\test_NG\Num28.png,1,Yshang,552,412
2.Indentation,Num298.json,Num298.png,2.Indentation\ground_truth\test_NG\Num298.png,1,Yshang,552,412
2.Indentation,Num304.json,Num304.png,2.Indentation\ground_truth\test_NG\Num304.png,1,Yshang,552,412
2.Indentation,Num322.json,Num322.png,2.Indentation\ground_truth\test_NG\Num322.png,1,Yshang,552,412
2.Indentation,Num326.json,Num326.png,2.Indentation\ground_truth\test_NG\Num326.png,2,Yshang,552,412
2.Indentation,Num328.json,Num328.png,2.Indentation\ground_truth\test_NG\Num328.png,2,Yshang,552,412
2.Indentation,Num402.json,Num402.png,2.Indentation\ground_truth\test_NG\Num402.png,1,Yshang,552,412
2.Indentation,Num404.json,Num404.png,2.Indentation\ground_truth\test_NG\Num404.png,1,Yshang,552,412
2.Indentation,Num446.json,Num446.png,2.Indentation\ground_truth\test_NG\Num446.png,1,Yshang,552,412
2.Indentation,Num45.json,Num45.png,2.Indentation\ground_truth\test_NG\Num45.png,1,Yshang,552,412
2.Indentation,Num453.json,Num453.png,2.Indentation\ground_truth\test_NG\Num453.png,1,Yshang,552,412
2.Indentation,Num46.json,Num46.png,2.Indentation\ground_truth\test_NG\Num46.png,1,Yshang,552,412
2.Indentation,Num481.json,Num481.png,2.Indentation\ground_truth\test_NG\Num481.png,2,Yshang,552,412
2.Indentation,Num494.json,Num494.png,2.Indentation\ground_truth\test_NG\Num494.png,1,Yshang,552,412
2.Indentation,Num509.json,Num509.png,2.Indentation\ground_truth\test_NG\Num509.png,1,Yshang,552,412
2.Indentation,Num511.json,Num511.png,2.Indentation\ground_truth\test_NG\Num511.png,1,Yshang,552,412
2.Indentation,Num519.json,Num519.png,2.Indentation\ground_truth\test_NG\Num519.png,1,Yshang,552,412
2.Indentation,Num52.json,Num52.png,2.Indentation\ground_truth\test_NG\Num52.png,2,Hshang;Yshang,552,412
2.Indentation,Num529.json,Num529.png,2.Indentation\ground_truth\test_NG\Num529.png,1,Yshang,552,412
2.Indentation,Num531.json,Num531.png,2.Indentation\ground_truth\test_NG\Num531.png,1,Yshang,552,412
2.Indentation,Num535.json,Num535.png,2.Indentation\ground_truth\test_NG\Num535.png,1,Yshang,552,412
2.Indentation,Num54.json,Num54.png,2.Indentation\ground_truth\test_NG\Num54.png,2,Hshang;Yshang,552,412
2.Indentation,Num56.json,Num56.png,2.Indentation\ground_truth\test_NG\Num56.png,2,Hshang;Yshang,552,412
2.Indentation,Num602.json,Num602.png,2.Indentation\ground_truth\test_NG\Num602.png,1,Yshang,552,412
2.Indentation,Num610.json,Num610.png,2.Indentation\ground_truth\test_NG\Num610.png,1,Yshang,552,412
2.Indentation,Num614.json,Num614.png,2.Indentation\ground_truth\test_NG\Num614.png,1,Yshang,552,412
2.Indentation,Num618.json,Num618.png,2.Indentation\ground_truth\test_NG\Num618.png,1,Yshang,552,412
2.Indentation,Num624.json,Num624.png,2.Indentation\ground_truth\test_NG\Num624.png,1,Yshang,552,412
2.Indentation,Num633.json,Num633.png,2.Indentation\ground_truth\test_NG\Num633.png,1,Yshang,552,412
2.Indentation,Num637.json,Num637.png,2.Indentation\ground_truth\test_NG\Num637.png,1,Yshang,552,412
2.Indentation,Num708.json,Num708.png,2.Indentation\ground_truth\test_NG\Num708.png,2,Hshang;Yshang,552,412
2.Indentation,Num712.json,Num712.png,2.Indentation\ground_truth\test_NG\Num712.png,1,Yshang,552,412
2.Indentation,Num74.json,Num74.png,2.Indentation\ground_truth\test_NG\Num74.png,1,Yshang,552,412
2.Indentation,Num798.json,Num798.png,2.Indentation\ground_truth\test_NG\Num798.png,2,Hshang;Yshang,552,412
2.Indentation,Num799.json,Num799.png,2.Indentation\ground_truth\test_NG\Num799.png,1,Yshang,552,412
2.Indentation,Num849.json,Num849.png,2.Indentation\ground_truth\test_NG\Num849.png,2,Hshang;Yshang,552,412
2.Indentation,Num9.json,Num9.png,2.Indentation\ground_truth\test_NG\Num9.png,1,Yshang,552,412
2.Indentation,Num960.json,Num960.png,2.Indentation\ground_truth\test_NG\Num960.png,1,Yshang,552,412
2.Indentation,Num962.json,Num962.png,2.Indentation\ground_truth\test_NG\Num962.png,1,Yshang,552,412
2.Indentation,1.10.json,1.10.png,2.Indentation\ground_truth\train_NG\1.10.png,1,Yshang,552,412
2.Indentation,1.12.json,1.12.png,2.Indentation\ground_truth\train_NG\1.12.png,1,Yshang,552,412
2.Indentation,1.2.json,1.2.png,2.Indentation\ground_truth\train_NG\1.2.png,1,Yshang,552,412
2.Indentation,1.3.json,1.3.png,2.Indentation\ground_truth\train_NG\1.3.png,1,Yshang,552,412
2.Indentation,1.7.json,1.7.png,2.Indentation\ground_truth\train_NG\1.7.png,1,Yshang,552,412
2.Indentation,1.9.json,1.9.png,2.Indentation\ground_truth\train_NG\1.9.png,1,Yshang,552,412
2.Indentation,Num10139.json,Num10139.png,2.Indentation\ground_truth\train_NG\Num10139.png,1,Yshang,552,412
2.Indentation,Num102515.json,Num102515.png,2.Indentation\ground_truth\train_NG\Num102515.png,1,Yshang,552,412
2.Indentation,Num1028.json,Num1028.png,2.Indentation\ground_truth\train_NG\Num1028.png,2,Hshang;Yshang,552,412
2.Indentation,Num103.json,Num103.png,2.Indentation\ground_truth\train_NG\Num103.png,1,Yshang,552,412
2.Indentation,Num1030.json,Num1030.png,2.Indentation\ground_truth\train_NG\Num1030.png,2,Hshang;Yshang,552,412
2.Indentation,Num10380.json,Num10380.png,2.Indentation\ground_truth\train_NG\Num10380.png,1,Yshang,552,412
2.Indentation,Num10382.json,Num10382.png,2.Indentation\ground_truth\train_NG\Num10382.png,2,Hshang;Yshang,552,412
2.Indentation,Num10384.json,Num10384.png,2.Indentation\ground_truth\train_NG\Num10384.png,1,Yshang,552,412
2.Indentation,Num10442.json,Num10442.png,2.Indentation\ground_truth\train_NG\Num10442.png,1,Yshang,536,396
2.Indentation,Num10526.json,Num10526.png,2.Indentation\ground_truth\train_NG\Num10526.png,1,Yshang,536,396
2.Indentation,Num10530.json,Num10530.png,2.Indentation\ground_truth\train_NG\Num10530.png,1,Yshang,552,412
2.Indentation,Num107.json,Num107.png,2.Indentation\ground_truth\train_NG\Num107.png,1,Yshang,552,412
2.Indentation,Num10887.json,Num10887.png,2.Indentation\ground_truth\train_NG\Num10887.png,3,Yshang,552,412
2.Indentation,Num11.json,Num11.png,2.Indentation\ground_truth\train_NG\Num11.png,1,Yshang,552,412
2.Indentation,Num110018.json,Num110018.png,2.Indentation\ground_truth\train_NG\Num110018.png,1,Yshang,536,396
2.Indentation,Num110022.json,Num110022.png,2.Indentation\ground_truth\train_NG\Num110022.png,1,Yshang,552,412
2.Indentation,Num111.json,Num111.png,2.Indentation\ground_truth\train_NG\Num111.png,1,Yshang,552,412
2.Indentation,Num111002.json,Num111002.png,2.Indentation\ground_truth\train_NG\Num111002.png,1,Yshang,536,396
2.Indentation,Num111926.json,Num111926.png,2.Indentation\ground_truth\train_NG\Num111926.png,1,Yshang,552,412
2.Indentation,Num11308.json,Num11308.png,2.Indentation\ground_truth\train_NG\Num11308.png,1,Yshang,552,412
2.Indentation,Num11419.json,Num11419.png,2.Indentation\ground_truth\train_NG\Num11419.png,1,Yshang,552,412
2.Indentation,Num11423.json,Num11423.png,2.Indentation\ground_truth\train_NG\Num11423.png,1,Yshang,552,412
2.Indentation,Num11427.json,Num11427.png,2.Indentation\ground_truth\train_NG\Num11427.png,1,Yshang,552,412
2.Indentation,Num1149.json,Num1149.png,2.Indentation\ground_truth\train_NG\Num1149.png,1,Yshang,552,412
2.Indentation,Num115.json,Num115.png,2.Indentation\ground_truth\train_NG\Num115.png,1,Yshang,552,412
2.Indentation,Num1178.json,Num1178.png,2.Indentation\ground_truth\train_NG\Num1178.png,1,Yshang,552,412
2.Indentation,Num1183.json,Num1183.png,2.Indentation\ground_truth\train_NG\Num1183.png,1,Yshang,552,412
2.Indentation,Num119.json,Num119.png,2.Indentation\ground_truth\train_NG\Num119.png,1,Yshang,552,412
2.Indentation,Num11945.json,Num11945.png,2.Indentation\ground_truth\train_NG\Num11945.png,1,Yshang,552,412
2.Indentation,Num11951.json,Num11951.png,2.Indentation\ground_truth\train_NG\Num11951.png,1,Yshang,552,412
2.Indentation,Num11992.json,Num11992.png,2.Indentation\ground_truth\train_NG\Num11992.png,1,Yshang,552,412
2.Indentation,Num12.json,Num12.png,2.Indentation\ground_truth\train_NG\Num12.png,1,Yshang,552,412
2.Indentation,Num12116.json,Num12116.png,2.Indentation\ground_truth\train_NG\Num12116.png,1,Yshang,552,412
2.Indentation,Num1216.json,Num1216.png,2.Indentation\ground_truth\train_NG\Num1216.png,1,Yshang,552,412
2.Indentation,Num1223.json,Num1223.png,2.Indentation\ground_truth\train_NG\Num1223.png,1,Yshang,552,412
2.Indentation,Num123508.json,Num123508.png,2.Indentation\ground_truth\train_NG\Num123508.png,1,Yshang,552,412
2.Indentation,Num124091.json,Num124091.png,2.Indentation\ground_truth\train_NG\Num124091.png,1,Yshang,552,412
2.Indentation,Num126278.json,Num126278.png,2.Indentation\ground_truth\train_NG\Num126278.png,1,Yshang,552,412
2.Indentation,Num1266.json,Num1266.png,2.Indentation\ground_truth\train_NG\Num1266.png,5,Hshang;Yshang,552,412
2.Indentation,Num1268.json,Num1268.png,2.Indentation\ground_truth\train_NG\Num1268.png,2,Yshang,552,412
2.Indentation,Num127.json,Num127.png,2.Indentation\ground_truth\train_NG\Num127.png,2,Yshang,552,412
2.Indentation,Num128652.json,Num128652.png,2.Indentation\ground_truth\train_NG\Num128652.png,1,Yshang,552,412
2.Indentation,Num128796.json,Num128796.png,2.Indentation\ground_truth\train_NG\Num128796.png,1,Yshang,552,412
2.Indentation,Num1295.json,Num1295.png,2.Indentation\ground_truth\train_NG\Num1295.png,1,Yshang,552,412
2.Indentation,Num1307.json,Num1307.png,2.Indentation\ground_truth\train_NG\Num1307.png,2,Hshang;Yshang,552,412
2.Indentation,Num1309.json,Num1309.png,2.Indentation\ground_truth\train_NG\Num1309.png,1,Yshang,552,412
2.Indentation,Num1313.json,Num1313.png,2.Indentation\ground_truth\train_NG\Num1313.png,1,Yshang,552,412
2.Indentation,Num1314.json,Num1314.png,2.Indentation\ground_truth\train_NG\Num1314.png,1,Yshang,552,412
2.Indentation,Num1316.json,Num1316.png,2.Indentation\ground_truth\train_NG\Num1316.png,1,Yshang,552,412
2.Indentation,Num1318.json,Num1318.png,2.Indentation\ground_truth\train_NG\Num1318.png,1,Yshang,552,412
2.Indentation,Num1320.json,Num1320.png,2.Indentation\ground_truth\train_NG\Num1320.png,1,Yshang,552,412
2.Indentation,Num1321.json,Num1321.png,2.Indentation\ground_truth\train_NG\Num1321.png,1,Yshang,552,412
2.Indentation,Num13247.json,Num13247.png,2.Indentation\ground_truth\train_NG\Num13247.png,1,Yshang,552,412
2.Indentation,Num1327.json,Num1327.png,2.Indentation\ground_truth\train_NG\Num1327.png,1,Yshang,552,412
2.Indentation,Num13318.json,Num13318.png,2.Indentation\ground_truth\train_NG\Num13318.png,1,Yshang,552,412
2.Indentation,Num13446.json,Num13446.png,2.Indentation\ground_truth\train_NG\Num13446.png,1,Yshang,552,412
2.Indentation,Num13448.json,Num13448.png,2.Indentation\ground_truth\train_NG\Num13448.png,1,Yshang,552,412
2.Indentation,Num1345.json,Num1345.png,2.Indentation\ground_truth\train_NG\Num1345.png,1,Yshang,552,412
2.Indentation,Num134647.json,Num134647.png,2.Indentation\ground_truth\train_NG\Num134647.png,1,Yshang,552,412
2.Indentation,Num13476.json,Num13476.png,2.Indentation\ground_truth\train_NG\Num13476.png,1,Yshang,552,412
2.Indentation,Num1349.json,Num1349.png,2.Indentation\ground_truth\train_NG\Num1349.png,1,Yshang,552,412
2.Indentation,Num1354.json,Num1354.png,2.Indentation\ground_truth\train_NG\Num1354.png,1,Yshang,552,412
2.Indentation,Num1356.json,Num1356.png,2.Indentation\ground_truth\train_NG\Num1356.png,1,Yshang,552,412
2.Indentation,Num1370.json,Num1370.png,2.Indentation\ground_truth\train_NG\Num1370.png,1,Yshang,552,412
2.Indentation,Num1372.json,Num1372.png,2.Indentation\ground_truth\train_NG\Num1372.png,1,Yshang,552,412
2.Indentation,Num13720.json,Num13720.png,2.Indentation\ground_truth\train_NG\Num13720.png,1,Yshang,552,412
